claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
"""Project 2025 eliminates OSHA and overtime wages.”",Threads post,2024-07-07,2024-07-12 21:56:32,false,en,politifact.com
"“Trump rally shooter has been identified as 32-year-old California resident, Hank Pecker.”",Threads post,2024-07-13,2024-07-14 15:05:54,false,en,politifact.com
"Donald Trump staged the shooting at his rally in Butler, Pennsylvania.
",social media posts,2024-07-13,2024-07-14 19:22:43,false,en,politifact.com
"Thomas Crooks “was a registered Democrat who voted for Clinton and Biden.”
",Facebook Post,2024-07-14,2024-07-15 21:23:18,false,en,politifact.com
Photo shows Secret Service agents smiling while escorting Donald Trump offstage after assassination attempt.,Threads posts,2024-07-14,2024-07-15 21:37:09,false,en,politifact.com
"""Under President Trump, we had the strongest economy in history.""",Katie Britt,2024-07-16,2024-07-16 05:03:10,false,en,politifact.com
"Photo shows Barron Trump on July 13, 2024, at Butler, Pennsylvania, rally.",Threads post,2024-07-14,2024-07-15 22:09:41,false,en,politifact.com
“The idea that there’s political violence or violence in America like this is just unheard of.”,Joe Biden,2024-07-13,2024-07-15 22:22:32,false,en,politifact.com
"A Secret Service agent named Jonathan Willis said he “had the assassin in his sights for 3 minutes, but he was told not to engage by the head of the (Secret Service) unit.”",Instagram posts,2024-07-14,2024-07-15 23:02:55,false,en,politifact.com
"Photo shows the Instagram account of shooter Thomas Matthew Crooks, with the bio, “In my quest to end Epsteins evil empire.”",Threads post,2024-07-15,2024-07-16 00:02:53,false,en,politifact.com
"""Grocery prices are up more than 21%. Electricity is up 31%. Gas is up 48%. Mortgage rates have more than doubled, and rent is skyrocketing.""",Katie Britt,2024-07-16,2024-07-16 05:04:00,mostly true,en,politifact.com
"""Women, Black Americans, Hispanic Americans, Asian Americans, all saw record low employment under Donald J. Trump.""",Glenn Youngkin,2024-07-16,2024-07-16 05:05:24,mixture,en,politifact.com
"""Homeownership is now out of reach unless you make over $106,000.""",Charlie Kirk,2024-07-16,2024-07-16 05:07:19,true,en,politifact.com
The shooter who attempted to assassinate Donald Trump was “Maxwell Yearick.”,Instagram post,2024-07-14,2024-07-16 21:07:27,false,en,politifact.com
"Photo shows that two days after former President Donald Trump’s attempted assassination, the top part of his ear “grew back.”",Threads post,2024-07-15,2024-07-16 22:05:48,false,en,politifact.com
Photos show former President Donald Trump golfing after being shot.,Social media posts,2024-07-14,2024-07-16 22:51:05,false,en,politifact.com
"“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”",Kari Lake,2024-07-17,2024-07-17 03:07:03,false,en,politifact.com
"""Unlike Mike Pence, (J.D.) Vance said he would have carried out Trump's plan to overturn the 2020 election.""",Kamala Harris,2024-07-17,2024-07-18 05:35:00,mostly true,en,politifact.com
"""Joe Biden supported the disastrous invasion of Iraq"" while ""Trump was right"" on the war.",J.D. Vance,2024-07-17,2024-07-18 06:47:25,mixture,en,politifact.com
"""They used COVID to cheat.""",Donald Trump,2024-07-18,2024-07-19 05:16:59,false,en,politifact.com
"Immigrants are ""coming from prisons, they’re coming from jails, they're coming from mental institutions and insane asylums."" ",Donald Trump,2024-07-18,2024-07-19 05:52:50,false,en,politifact.com
"""Caracas, Venezuela, really dangerous place, but not anymore. Because in Venezuela, crime is down 72%""",Donald Trump,2024-07-18,2024-07-19 05:56:04,false,en,politifact.com
"When the U.S. withdrew from Afghanistan, we “left behind $85 billion worth of military equipment.”",Donald Trump,2024-07-18,2024-07-19 05:58:47,false,en,politifact.com
"The Biden administration is ""the only administration that said we're going to raise your taxes by four times what you're paying now."" ",Donald Trump,2024-07-18,2024-07-19 05:59:42,false,en,politifact.com
"""Behind me and to the right was a large screen that was displaying a chart of border crossings under my leadership, the numbers were absolutely amazing.""",Donald Trump,2024-07-18,2024-07-19 06:04:34,mostly false,en,politifact.com
"""Democrats are going to destroy Social Security and Medicare, because all of these people, by the millions, they’re coming in. They’re going to be on Social Security and Medicare and other things, and you’re not able to afford it. They are destroying your Social Security and your Medicare.""",Donald Trump,2024-07-18,2024-07-19 06:08:35,false,en,politifact.com
“They spent $9 billion on eight chargers.”,Donald Trump,2024-07-18,2024-07-19 06:09:48,false,en,politifact.com
"“Under the Trump administration, just three and a half years ago, we were energy independent.”",Donald Trump,2024-07-18,2024-07-19 06:11:07,mixture,en,politifact.com
"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn."" ",Joe Biden,2024-05-17,2024-07-20 02:21:39,mixture,en,politifact.com
"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’” ",Jon Stewart,2024-07-17,2024-07-20 02:24:44,false,en,politifact.com
"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.” ",Donald Trump Jr. ,2024-07-18,2024-07-20 02:27:24,mostly true,en,politifact.com
A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”,X post,2024-07-21,2024-07-22 19:41:49,false,en,politifact.com
Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.,Instagram post,2024-07-21,2024-07-22 20:35:59,false,en,politifact.com
"Kamala Harris “returned” a $5,000 donation Donald Trump made to her campaign in 2011.",Threads posts,2024-07-21,2024-07-22 21:45:24,false,en,politifact.com
Project 2025 would “end Head Start.”,Kamala Harris,2024-07-18,2024-07-23 19:39:12,true,en,politifact.com
Photo shows Trump shooter Thomas Matthew Crooks was transgender,Instagram ,2024-07-17,2024-07-23 21:03:31,false,en,politifact.com
There are nine states “where Biden’s name can’t be removed and no one can be added. That’s over 130 electoral votes in the toilet.”,Instagram,2024-07-22,2024-07-23 21:49:00,false,en,politifact.com
The absence of the presidential seal on President Joe Biden’s letter announcing his exit from the presidential race proves “this wasn’t Biden’s choice.”,X post,2024-07-21,2024-07-23 21:56:40,false,en,politifact.com
“The state of Washington has already sent out their ballots” for the 2024 presidential election. ,Instagram posts,2024-07-21,2024-07-23 22:03:19,false,en,politifact.com
"Former President Jimmy Carter “passed away Tuesday, July 23, at 01:34 am at his home in Plains, Georgia at the age of 99.”",X posts,2024-07-23,2024-07-24 13:40:08,false,en,politifact.com
"The death of Rep. Sheila Jackson Lee, D-Texas, six days after the Trump rally shooting was linked to her “oversight of the Secret Service.” ",X posts,2024-07-24,2024-07-24 22:06:48,false,en,politifact.com
"""Kamala Harris co-sponsored (Sen.) Bernie Sanders’ $32 trillion plan (to take over) the entire U.S. health system.""",Donald Trump,2024-07-24,2024-07-25 23:50:41,true,en,politifact.com
"Financial advisory company Austin Private Wealth shorted 12 million shares of Trump Media July 12, the day before former President Donald Trump’s attempted assassination.",Instagram posts,2024-07-18,2024-07-25 23:41:41,false,en,politifact.com
"""When asked if her plan would outlaw private health insurance for 180 million Americans, (Harris) replied, ‘Let's just eliminate all of it.’""",Donald Trump,2024-07-24,2024-07-25 23:51:33,mixture,en,politifact.com
Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.,X,2024-07-25,2024-07-26 14:33:53,false,en,politifact.com
ABC News reporter said “government tried to kill” former President Donald Trump.,Social media posts,2024-07-24,2024-07-26 16:05:41,false,en,politifact.com
"“Today, America has record energy production and we are energy independent.”",Kamala Harris,2024-07-18,2024-07-26 21:35:49,mostly true,en,politifact.com
"Thomas Matthew Crooks worked for BlackRock ""in the past"" and BlackRock owned the building Crooks stood on when he shot at the Trump campaign rally.",Facebook posts,2024-07-21,2024-07-27 04:43:14,false,en,politifact.com
“100 million ballots (Democrats) prefilled now have the wrong name.”,Social media posts,2024-07-21,2024-07-29 20:31:33,false,en,politifact.com
Kamala Harris “supported abolishing ICE.”,Donald Trump,2024-07-24,2024-07-30 16:09:42,false,en,politifact.com
Kamala Harris “wants to defund the police.”,Donald Trump,2024-07-24,2024-07-30 16:11:40,mostly false,en,politifact.com
Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.,X,2024-07-28,2024-07-30 19:16:43,false,en,politifact.com
Vice President Kamala Harris is “calling for an end to the child tax credit.”,J.D. Vance,2024-07-28,2024-07-30 20:20:24,false,en,politifact.com
Sen. J.D. Vance is “known for his obsession with couches.”,J.B. Pritzker,2024-07-28,2024-07-31 15:20:25,false,en,politifact.com
"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”",Donald Trump,2024-07-31,2024-07-31 22:33:26,false,en,politifact.com
"“We have more liquid gold — gasoline, oil — under our feet than any other country. More than Saudi Arabia. More than Russia. More than any other country.”",Donald Trump,2024-07-31,2024-07-31 22:57:46,false,en,politifact.com
"Video shows Elon Musk saying Oreos are “satanic.”
",Viral image,2024-07-03,2024-07-31 23:08:08,false,en,politifact.com
"Says former President Donald Trump said, “It took my entire ear off. The whole ear.”
",Viral image,2024-07-21,2024-07-31 23:08:49,false,en,politifact.com
"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”
",Viral image,2024-07-22,2024-07-31 23:09:23,false,en,politifact.com
"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”
",Viral image,2024-07-20,2024-07-31 23:09:51,false,en,politifact.com
"Photo shows “Thomas Matthew Crooks wearing a quipá.”
",Viral image,2024-07-18,2024-07-31 23:11:08,false,en,politifact.com
"President Joe Biden is stepping down from the 2024 presidential race because he’s dead.
",Instagram posts,2024-07-23,2024-07-31 23:11:31,false,en,politifact.com
"Image shows former President Donald Trump golfing July 23 with “no wound. No bandage.”
",Viral image,2024-07-24,2024-07-31 23:12:07,false,en,politifact.com
"Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”
",Viral image,2024-07-24,2024-07-31 23:14:19,false,en,politifact.com
"""Donald Trump intends to cut Social Security.""",Kamala Harris,2024-07-30,2024-07-31 23:10:51,mostly false,en,politifact.com
"Says Taylor Swift “announced a fund raising concert with Beyoncé in support of Harris” on July 23.
",Threads post,2024-07-24,2024-07-31 23:12:45,false,en,politifact.com
"Says Bruce Willis died, as of July 23, 2024.
",Viral image,2024-07-23,2024-07-31 23:13:19,false,en,politifact.com
"Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”
",Viral image,2024-07-25,2024-07-31 23:14:55,false,en,politifact.com
"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”
",Viral image,2024-07-28,2024-07-31 23:15:25,false,en,politifact.com
"President Joe Biden “killed his first wife.”
",Instagram posts,2024-07-18,2024-07-31 23:15:49,false,en,politifact.com
"“Even before the pandemic, America went into a manufacturing recession.”",Pete Buttigieg,2024-07-28,2024-07-31 23:13:25,mostly true,en,politifact.com
Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”,Instagram posts,2024-07-29,2024-08-01 21:14:31,false,en,politifact.com
"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”",Threads posts,2024-07-28,2024-08-01 21:17:22,false,en,politifact.com
Vice President Kamala Harris “was born in Canada.”,Threads posts,2024-07-31,2024-08-02 13:28:43,false,en,politifact.com
Biden Executive Order 14019 “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,Claudia Tenney,2024-07-03,2024-08-02 20:46:38,false,en,politifact.com
"""Samsung drops out of $1 billion advertising campaign with Olympics.""",Facebook post,2024-07-30,2024-08-02 21:04:06,false,en,politifact.com
"""Kamala just launched her presidential campaign on RuPaul's Drag Race.""",Social media posts,2024-07-25,2024-08-02 21:07:40,false,en,politifact.com
